merchant,category,amt,trans_date_trans_time,first,last
Spotify Premium,entertainment,75.07,2019-01-01 23:06:40,Thomas,Cross
Gaming Subscription,entertainment,75.28,2019-01-01 23:06:55,Dylan,Bonilla
Water Bill,home,17.56,2019-01-01 23:07:14,Jacob,Dawson
Kids Activities,kids_pets,98.03,2019-01-01 23:07:38,Scott,Fuller
Bed Bath Beyond,home,4.77,2019-01-01 23:07:47,Barbara,Nelson
Online Service Fee,misc_net,91.84,2019-01-01 23:07:48,Danielle,Evans
Stop Shop Grocery,grocery_pos,50.26,2019-01-01 23:08:04,Micheal,Walters
Personal Trainer,health_fitness,89.15,2019-01-01 23:08:11,Tanya,Dickerson
Kids Activities,kids_pets,53.01,2019-01-01 23:08:24,Monique,Robinson
Web Hosting,misc_net,83.92,2019-01-01 23:08:45,Sabrina,Johnson
Planet Fitness Gym,health_fitness,144.48,2019-01-01 23:08:59,Daniel,Escobar
Insurance Premium,misc_pos,27.13,2019-01-01 23:09:01,Michael,Williams
Diner Breakfast,food_dining,35.75,2019-01-01 23:09:08,Jodi,Rodriguez
Old Navy Clothing,shopping_pos,187.83,2019-01-01 23:09:47,Carrie,Washington
Mortgage Payment,home,122.7,2019-01-01 23:10:14,Krystal,Gamble
Furniture Store,home,75.44,2019-01-01 23:10:40,Margaret,Ray
Lowes Home,home,51.86,2019-01-01 23:11:04,Janet,Carpenter
Health Checkup,health_fitness,76.11,2019-01-01 23:11:07,Stanley,Mayo
Bowling Alley,entertainment,80.42,2019-01-01 23:11:27,Matthew,Huerta
Home Goods Store,home,36.44,2019-01-01 23:12:04,Kenneth,Edwards
Life Insurance Payment,misc_pos,24.47,2019-01-01 23:12:09,Vicki,Mendoza
JCPenney,shopping_pos,2.71,2019-01-01 23:13:19,Sarah,Clark
Planet Fitness Gym,health_fitness,72.64,2019-01-01 23:14:06,Randy,Murphy
Doctor Visit,health_fitness,61.71,2019-01-01 23:14:33,Margaret,Curtis
Nordstrom Online,shopping_net,120.88,2019-01-01 23:14:44,Amanda,Molina
Petco Pet Store,kids_pets,94.71,2019-01-01 23:15:12,Alice,Kemp
Paint Store,home,69.68,2019-01-01 23:15:14,Krystal,Gamble
eBay Buy,shopping_net,131.38,2019-01-01 23:16:05,Jodi,Rodriguez
Spotify Premium,entertainment,45.57,2019-01-01 23:16:16,Monica,Tucker
Electronics Store,shopping_pos,2.15,2019-01-01 23:16:17,Ana,Mccormick
Pet Care,kids_pets,54.8,2019-01-01 23:16:24,Carrie,Lewis
Delta Airlines Flight,travel,2.48,2019-01-01 23:17:25,Sandra,Schwartz
Target Online,shopping_net,4.22,2019-01-01 23:17:25,Dorothy,Thomas
Planet Fitness Gym,health_fitness,22.34,2019-01-01 23:18:13,Jeffrey,Rice
Sports Game Tickets,entertainment,70.01,2019-01-01 23:18:40,Travis,Hayes
Ulta Beauty,personal_care,50.55,2019-01-01 23:18:50,Jamie,Robinson
American Airlines,travel,2.98,2019-01-01 23:18:52,Kevin,Walters
Menards Hardware,home,1.16,2019-01-01 23:19:07,Bradley,Anderson
E-commerce Purchase,shopping_net,6.39,2019-01-01 23:20:33,Roberta,Mccarthy
PetSmart,kids_pets,40.95,2019-01-01 23:20:38,Grace,Williams
Hulu Streaming,entertainment,150.1,2019-01-01 23:20:46,Barbara,Lowe
Rite Aid Pharmacy,misc_pos,39.7,2019-01-01 23:21:13,Amber,Lewis
Beauty Supply Store,personal_care,2.23,2019-01-01 23:22:20,Michael,Jones
Mini Golf,entertainment,27.33,2019-01-01 23:22:36,Robert,Haynes
United Airlines,travel,512.46,2019-01-01 23:23:09,Natasha,Mclaughlin
Paint Store,home,10.06,2019-01-01 23:23:33,Margaret,Gibson
Hulu Streaming,entertainment,74.32,2019-01-01 23:23:36,Joshua,Cohen
Beauty Treatment,personal_care,6.42,2019-01-01 23:23:37,Debra,Eaton
Gold Gym Membership,health_fitness,65.16,2019-01-01 23:25:32,Jeffrey,Munoz
Paint Store,home,32.97,2019-01-01 23:26:22,Amy,Flynn
Gaming Subscription,entertainment,31.06,2019-01-01 23:26:51,Audrey,Martinez
Theme Park,entertainment,55.89,2019-01-01 23:28:29,Elizabeth,Maxwell
Personal Grooming,personal_care,22.3,2019-01-01 23:28:45,Mary,Wall
Kids Clothing Store,kids_pets,34.03,2019-01-01 23:28:59,Carolyn,Thomas
Software License,misc_net,2.73,2019-01-01 23:30:12,Linda,Davis
Beauty Treatment,personal_care,40.08,2019-01-01 23:30:53,Gloria,Wallace
Arcade Games,entertainment,73.4,2019-01-01 23:32:16,Robert,Long
Holiday Inn,travel,472.05,2019-01-01 23:32:34,Daniel,Boyd
House Rent,home,173.49,2019-01-01 23:33:01,Katherine,Tucker
Internet Bill,home,104.21,2019-01-01 23:33:02,Christopher,Patterson
Fast Food,food_dining,9.9,2019-01-01 23:33:12,Ann,Lawson
Pet Food,kids_pets,15.03,2019-01-01 23:33:55,Maria,Garcia
Regal Cinemas,entertainment,71.16,2019-01-01 23:33:56,Ryan,Joseph
Hair Salon Cut,personal_care,44.38,2019-01-01 23:34:42,Julie,Sanchez
School Supplies,kids_pets,15.83,2019-01-01 23:35:08,Kristen,Hanson
Kids Activities,kids_pets,61.01,2019-01-01 23:35:18,Mary,Williams
Ulta Beauty,personal_care,89.36,2019-01-01 23:36:50,Jennifer,Vance
Car Insurance,misc_pos,8.56,2019-01-01 23:37:39,Cassandra,Sanders
Gold Gym Membership,health_fitness,70.75,2019-01-01 23:37:44,Elizabeth,Payne
Home Repair,home,30.55,2019-01-01 23:39:06,Andrea,Cruz
Dentist Appointment,personal_care,12.64,2019-01-01 23:39:08,Dawn,Gray
Personal Trainer,health_fitness,85.06,2019-01-01 23:39:25,Carol,Dillon
Beauty Supply Store,personal_care,1.12,2019-01-01 23:39:54,Drew,Garcia
Diaper Purchase,kids_pets,43.38,2019-01-01 23:40:26,Billy,Gallagher
Yoga Studio Class,health_fitness,2.77,2019-01-01 23:40:57,Patricia,Gonzalez
Walmart Shopping,shopping_pos,6.18,2019-01-01 23:42:25,Kelsey,Richards
eBay Buy,shopping_net,8.11,2019-01-01 23:42:49,Jessica,Potter
Dollar Tree,misc_pos,9.58,2019-01-01 23:42:49,Marissa,Powell
Restaurant Dinner,food_dining,20.95,2019-01-01 23:43:03,Kristen,Hanson
Coffee Shop,food_dining,83.86,2019-01-01 23:43:21,Bryan,Miller
Spotify Premium,entertainment,52.64,2019-01-01 23:43:52,Angela,Hodges
Amazon Purchase,shopping_net,6.93,2019-01-01 23:43:55,James,Cooper
Online Shopping,shopping_net,6.23,2019-01-01 23:44:56,Adam,Stark
Beauty Treatment,personal_care,68.0,2019-01-01 23:45:03,Margaret,Ray
Home Repair,home,6.12,2019-01-01 23:45:37,Tara,Campbell
Health Checkup,health_fitness,24.45,2019-01-01 23:46:16,Shannon,Patterson
Life Insurance Payment,misc_pos,29.02,2019-01-01 23:46:22,James,Cooper
School Supplies,kids_pets,29.42,2019-01-01 23:46:40,Valerie,Clark
Hardware Store,home,35.82,2019-01-01 23:48:18,Kimberly,Miller
Daycare Payment,kids_pets,24.32,2019-01-01 23:48:31,James,Reese
Theme Park,entertainment,3.05,2019-01-01 23:48:51,David,Kirby
Bakery,food_dining,41.79,2019-01-01 23:49:25,James,Baldwin
Local Restaurant,food_dining,5.83,2019-01-01 23:49:28,Amanda,Spencer
Flight Ticket,travel,7.27,2019-01-01 23:50:08,Nicholas,Mcmahon
Best Buy Electronics,shopping_pos,6.7,2019-01-01 23:50:13,Vicki,Mendoza
Electrician Work,home,87.34,2019-01-01 23:51:12,Adam,Riddle
Water Bill,home,21.28,2019-01-01 23:51:30,Sarah,Clark
Fashion Retail,shopping_pos,35.82,2019-01-01 23:51:50,Holly,Mann
PetSmart,kids_pets,38.6,2019-01-01 23:52:41,Shelby,Mitchell
Pet Food,kids_pets,18.39,2019-01-01 23:52:57,Carrie,Lewis
Petco Pet Store,kids_pets,2.51,2019-01-01 23:53:18,Danielle,Hayden
Home Depot Store,home,21.32,2019-01-01 23:53:32,Lisa,Lin
Cleaning Service,home,46.14,2019-01-01 23:53:35,Kimberly,Myers
Home Repair,home,74.81,2019-01-01 23:55:57,Robert,Goodman
Home Loan,home,101.12,2019-01-01 23:57:00,Tammy,Ayers
Child Care,kids_pets,70.28,2019-01-01 23:57:11,Edward,Tapia
Petco Pet Store,kids_pets,29.79,2019-01-01 23:57:28,Jared,Velazquez
Toys R Us,kids_pets,48.66,2019-01-01 23:58:43,Wayne,Marsh
Pet Care,kids_pets,44.1,2019-01-01 23:59:27,Michelle,Woods
House Maintenance,home,4.54,2019-01-01 23:59:40,Amanda,Smith
Gaming Subscription,entertainment,12.77,2019-01-02 00:04:32,Christopher,Gomez
Bridge Toll,gas_transport,49.5,2019-01-02 00:05:18,Joshua,Mendoza
Domain Registration,misc_net,160.3,2019-01-02 00:09:24,John,Davis
Harris Teeter,grocery_pos,142.27,2019-01-02 00:11:18,James,Bishop
Speedway Gas,gas_transport,64.88,2019-01-02 00:13:38,Jeffrey,Smith
Forever 21,shopping_pos,61.39,2019-01-02 00:15:36,Jacqueline,Howard
Safeway Grocery,grocery_pos,104.18,2019-01-02 00:16:37,Vicki,Mendoza
Supermarket Shopping,grocery_pos,129.99,2019-01-02 00:16:38,Robert,James
Citgo Gas,gas_transport,44.75,2019-01-02 00:18:54,Jessica,Jordan
Ice Cream Shop,food_dining,108.77,2019-01-02 00:19:19,Aaron,Pena
Internet Order,shopping_net,2.63,2019-01-02 00:21:09,Melody,Thompson
Rite Aid Pharmacy,misc_pos,10.51,2019-01-02 00:23:44,Christopher,Grimes
Exxon Mobil Gas,gas_transport,65.66,2019-01-02 00:25:16,Kenneth,Robinson
Fresh Market Grocery,grocery_pos,145.33,2019-01-02 00:25:35,Cassandra,Nunez
Instacart Grocery,grocery_net,16.77,2019-01-02 00:27:14,Samuel,Jenkins
Food Lion Grocery,grocery_pos,45.65,2019-01-02 00:28:03,Joshua,Carpenter
Peapod Delivery,grocery_net,48.3,2019-01-02 00:31:23,Megan,Murphy
Sunoco Gas,gas_transport,50.72,2019-01-02 00:32:50,Adam,Stark
Target Grocery Online,grocery_net,51.82,2019-01-02 00:33:24,Sabrina,Johnson
Metro Bus,gas_transport,66.02,2019-01-02 00:34:01,Robert,Goodman
Digital Download,misc_net,1.17,2019-01-02 00:34:58,Terrance,Mckinney
Old Navy Clothing,shopping_pos,9.83,2019-01-02 00:36:35,David,Rogers
Grocery Delivery Service,grocery_net,80.43,2019-01-02 00:36:48,Michael,Williams
Web Hosting,misc_net,1.71,2019-01-02 00:41:15,William,Cannon
Whole Foods Market,grocery_pos,145.33,2019-01-02 00:42:21,Charles,Preston
Amazon Fresh Delivery,grocery_net,111.24,2019-01-02 00:44:35,Vincent,Flowers
Whole Foods Market,grocery_pos,35.66,2019-01-02 00:45:27,Mark,Rivera
Zara Clothing,shopping_pos,1.17,2019-01-02 00:47:17,Jessica,Smith
PayPal Payment,misc_net,249.57,2019-01-02 00:49:22,Karen,Ryan
Whole Foods Market,grocery_pos,101.52,2019-01-02 00:49:49,Brian,Perez
Costco Wholesale,grocery_pos,84.2,2019-01-02 00:52:44,Rebecca,Conley
Walmart Grocery,grocery_pos,69.76,2019-01-02 00:53:04,Larry,Warner
Piggly Wiggly,grocery_pos,76.21,2019-01-02 00:54:23,Thomas,Jenkins
Old Navy Clothing,shopping_pos,8.59,2019-01-02 00:57:19,Meredith,Ayala
Post Office,misc_pos,1.45,2019-01-02 01:03:03,Brian,Hogan
Harris Teeter,grocery_pos,281.06,2019-01-02 01:06:37,Jason,Murphy
Bridge Toll,gas_transport,82.68,2019-01-02 01:06:51,Linda,Davis
Overstock Online,shopping_net,41.28,2019-01-02 01:07:57,Frank,Key
Dollar Tree,misc_pos,13.38,2019-01-02 01:09:53,Crystal,Fuller
Kroger Store,grocery_pos,196.14,2019-01-02 01:13:34,Angela,Hodges
Exxon Mobil Gas,gas_transport,51.77,2019-01-02 01:14:17,Audrey,Gonzalez
Valero Gas,gas_transport,43.56,2019-01-02 01:14:35,Susan,Washington
Citgo Gas,gas_transport,65.07,2019-01-02 01:15:18,Sara,Ramirez
Walmart Shopping,shopping_pos,6.86,2019-01-02 01:16:49,Adriana,Harvey
Venmo Transfer,misc_net,2.91,2019-01-02 01:20:58,Morgan,Murray
Instacart Grocery,grocery_net,51.4,2019-01-02 01:26:11,Amanda,Smith
Fashion Retail,shopping_pos,8.72,2019-01-02 01:27:40,Terrance,Mckinney
Online Subscription,misc_net,183.4,2019-01-02 01:28:32,Ana,Howell
Web Hosting,misc_net,26.1,2019-01-02 01:31:19,Ashley,Cruz
PayPal Payment,misc_net,5.88,2019-01-02 01:32:06,Sara,Harris
Target Grocery Online,grocery_net,76.3,2019-01-02 01:32:36,Julia,Bell
Target Online,shopping_net,1.3,2019-01-02 01:34:30,Jeffrey,Vargas
Shell Gas Station,gas_transport,40.02,2019-01-02 01:35:22,Linda,Davis
Train Fare,gas_transport,87.4,2019-01-02 01:36:54,Jason,Hernandez
Harris Teeter,grocery_pos,41.73,2019-01-02 01:37:31,Eddie,Mendez
Amazon Fresh Delivery,grocery_net,23.12,2019-01-02 01:40:04,Karen,Gordon
PayPal Payment,misc_net,68.14,2019-01-02 01:43:05,Michelle,Johnston
H&M Fashion,shopping_pos,3.1,2019-01-02 01:43:38,Jeffrey,Vargas
Toll Road,gas_transport,11.52,2019-01-02 01:47:29,Misty,Hart
Target Grocery,grocery_pos,91.4,2019-01-02 01:49:58,Brian,Simpson
Peapod Delivery,grocery_net,34.84,2019-01-02 01:49:58,Jamie,Carr
IGA Grocery,grocery_pos,215.74,2019-01-02 01:51:11,Jessica,Perez
Lyft Ride,gas_transport,64.97,2019-01-02 01:57:27,Wayne,Payne
Bridge Toll,gas_transport,58.24,2019-01-02 01:58:52,Michelle,Gregory
Whole Foods Market,grocery_pos,50.91,2019-01-02 02:04:03,Steven,Walters
Food 4 Less,grocery_pos,99.16,2019-01-02 02:04:33,Monique,Fox
Gas Fill Up,gas_transport,46.73,2019-01-02 02:05:31,Tamara,Martinez
Toll Road,gas_transport,71.6,2019-01-02 02:05:43,Mark,Nguyen
Hulu Streaming,entertainment,26.1,2019-01-02 02:06:45,Robert,Velazquez
Target Grocery Online,grocery_net,25.31,2019-01-02 02:07:09,Melissa,Krause
Rite Aid Pharmacy,misc_pos,30.62,2019-01-02 02:08:44,Ann,Lawson
Walmart Grocery Delivery,grocery_net,41.83,2019-01-02 02:12:10,William,Johnson
Starbucks Coffee,food_dining,124.5,2019-01-02 02:16:05,Mary,Lewis
Venmo Transfer,misc_net,39.02,2019-01-02 02:17:33,Theresa,Powell
Toll Road,gas_transport,60.99,2019-01-02 02:18:38,Melissa,Rodriguez
Student Loan Payment,misc_pos,2.24,2019-01-02 02:21:17,David,Thomas
Web Hosting,misc_net,161.98,2019-01-02 02:23:41,Tyler,Wright
Digital Service,misc_net,1.58,2019-01-02 02:24:06,Maria,Roy
Walmart Grocery Delivery,grocery_net,49.75,2019-01-02 02:26:59,Erica,Briggs
Marathon Gas Station,gas_transport,79.4,2019-01-02 02:28:39,Jessica,Perez
Metro Bus,gas_transport,43.26,2019-01-02 02:29:53,Morgan,Murray
Giant Eagle,grocery_pos,220.29,2019-01-02 02:34:04,Kristina,Stewart
Marathon Gas Station,gas_transport,55.25,2019-01-02 02:35:19,Candice,Brown
Uber Ride,gas_transport,38.16,2019-01-02 02:36:38,Kayla,Jones
Texaco Station,gas_transport,55.12,2019-01-02 02:37:20,Nathan,Massey
eBay Buy,shopping_net,45.06,2019-01-02 02:39:36,Ashley,Blanchard
PayPal Payment,misc_net,22.66,2019-01-02 02:41:15,Nathan,Massey
Speedway Gas,gas_transport,40.87,2019-01-02 02:41:16,Barbara,Taylor
Sams Club,grocery_pos,91.85,2019-01-02 02:41:50,Alicia,Bishop
Shell Gas Station,gas_transport,56.16,2019-01-02 02:43:09,David,Rodriguez
Aldi Grocery,grocery_pos,97.69,2019-01-02 02:48:21,Kristin,Williams
Domain Registration,misc_net,104.45,2019-01-02 02:49:30,Steven,Sanders
Amazon Prime Video,entertainment,38.86,2019-01-02 02:49:39,Alicia,Bishop
Metro Bus,gas_transport,43.73,2019-01-02 02:50:22,Dakota,Maldonado
Metro Bus,gas_transport,98.75,2019-01-02 02:50:55,Laura,Casey
Food 4 Less,grocery_pos,88.96,2019-01-02 02:51:49,Peter,Caldwell
CVS Pharmacy,misc_pos,207.83,2019-01-02 02:52:11,Erin,Chavez
Marshall Store,shopping_pos,1.27,2019-01-02 02:53:39,Shannon,Patterson
Parking Meter,gas_transport,56.58,2019-01-02 02:54:21,Philip,Hart
Marathon Gas Station,gas_transport,60.29,2019-01-02 02:54:53,Steven,Walters
Harris Teeter,grocery_pos,180.46,2019-01-02 02:56:29,Debbie,Hughes
Cloud Storage Fee,misc_net,6.61,2019-01-02 02:57:09,Gregory,Webster
Kroger Delivery,grocery_net,68.31,2019-01-02 02:58:06,Michelle,Rodriguez
Marathon Gas Station,gas_transport,73.25,2019-01-02 02:58:14,Jeremy,Whitney
Sunoco Gas,gas_transport,91.6,2019-01-02 02:59:27,Lisa,Collins
City Bus,gas_transport,31.61,2019-01-02 03:01:27,Keith,Sanders
Kroger Store,grocery_pos,166.31,2019-01-02 03:01:42,Tammy,Davis
Peapod Delivery,grocery_net,55.49,2019-01-02 03:03:01,Joseph,Davis
Citgo Gas,gas_transport,35.27,2019-01-02 03:05:14,Rachel,Lowe
Stop Shop Grocery,grocery_pos,276.31,2019-01-02 03:05:23,Misty,Hart
Nordstrom Online,shopping_net,30.11,2019-01-02 03:07:29,Cesar,Smith
Overstock Online,shopping_net,4.63,2019-01-02 03:08:23,John,Chandler
General Store,misc_pos,39.05,2019-01-02 03:09:21,Matthew,Myers
Insurance Premium,misc_pos,33.8,2019-01-02 03:09:44,Andrew,Tucker
Target Grocery Online,grocery_net,91.99,2019-01-02 03:10:27,Shannon,Patterson
Cloud Storage Fee,misc_net,21.99,2019-01-02 03:11:36,Carolyn,Perez
Target Store,shopping_pos,115.13,2019-01-02 03:12:38,Micheal,Hernandez
TGI Fridays,food_dining,37.23,2019-01-02 03:12:55,Wayne,Payne
Fresh Market Grocery,grocery_pos,137.47,2019-01-02 03:13:33,Stacy,Walsh
Mini Golf,entertainment,1.51,2019-01-02 03:15:14,Mary,Mcintyre
Concert Tickets,entertainment,186.49,2019-01-02 03:17:37,Christopher,Gomez
Marathon Gas Station,gas_transport,54.16,2019-01-02 03:19:37,William,Perry
Publix Supermarket,grocery_pos,49.23,2019-01-02 03:20:22,Charles,Carrillo
FreshDirect Online,grocery_net,53.7,2019-01-02 03:21:17,Nathan,Byrd
Toll Road,gas_transport,48.8,2019-01-02 03:25:45,Denise,Barnett
Food 4 Less,grocery_pos,167.49,2019-01-02 03:27:16,Jennifer,Vance
Food Lion Grocery,grocery_pos,62.01,2019-01-02 03:27:18,Melinda,Gutierrez
Internet Payment,misc_net,101.5,2019-01-02 03:30:55,Xavier,Beltran
Bank Fee,misc_pos,34.93,2019-01-02 03:31:03,Allen,Bell
Cloud Storage Fee,misc_net,608.84,2019-01-02 03:31:03,David,Kirby
Publix Supermarket,grocery_pos,81.63,2019-01-02 03:33:59,Kenneth,Foster
Digital Service,misc_net,9.37,2019-01-02 03:34:35,Sherry,Martinez
Texaco Station,gas_transport,7.03,2019-01-02 03:38:03,Jason,Murphy
Wegmans Food,grocery_pos,95.8,2019-01-02 03:39:23,Michelle,Anderson
Wegmans Food,grocery_pos,42.41,2019-01-02 03:48:22,Daniel,Escobar
7-Eleven Store,misc_pos,24.82,2019-01-02 03:48:53,James,Hunt
Miscellaneous Purchase,misc_pos,92.49,2019-01-02 03:52:45,Joanna,Hudson
Auto Loan,misc_pos,6.4,2019-01-02 03:55:18,Michelle,Juarez
Online Subscription,misc_net,5.37,2019-01-02 03:55:32,Tina,Alvarez
Costco Wholesale,grocery_pos,275.73,2019-01-02 03:55:47,Misty,Hart
Zara Clothing,shopping_pos,2.85,2019-01-02 03:56:04,Christopher,Horn
Phillips 66 Gas,gas_transport,77.91,2019-01-02 03:58:28,Kayla,Jones
Best Buy Electronics,shopping_pos,6.76,2019-01-02 03:58:59,Rebecca,Butler
Exxon Mobil Gas,gas_transport,27.19,2019-01-02 03:59:21,Tracy,Conway
Food 4 Less,grocery_pos,181.72,2019-01-02 03:59:31,Erin,Chavez
Bakery,food_dining,95.9,2019-01-02 04:00:01,Amy,Flynn
Parking Garage,gas_transport,75.37,2019-01-02 04:03:47,Melody,Thompson
Nordstrom Online,shopping_net,1.42,2019-01-02 04:04:49,Misty,Rivera
Whole Foods Market,grocery_pos,101.49,2019-01-02 04:05:19,Jackie,Davis
Parking Garage,gas_transport,52.37,2019-01-02 04:06:19,Corey,Jones
Bridge Toll,gas_transport,87.49,2019-01-02 04:07:33,Matthew,Young
Online Shopping,shopping_net,4.71,2019-01-02 04:09:16,Gina,Gomez
Online Subscription,misc_net,98.19,2019-01-02 04:11:27,James,Lynch
Domain Registration,misc_net,59.64,2019-01-02 04:12:37,Mary,Juarez
Subway Fare,gas_transport,36.06,2019-01-02 04:15:50,Lisa,Hendrix
Target Grocery,grocery_pos,251.96,2019-01-02 04:16:00,Kristina,Stewart
Target Grocery,grocery_pos,186.61,2019-01-02 04:18:33,Linda,Sanchez
Walmart Grocery Delivery,grocery_net,19.04,2019-01-02 04:21:21,Susan,Hernandez
Cloud Storage Fee,misc_net,17.97,2019-01-02 04:21:22,Stephanie,Cummings
Software License,misc_net,15.28,2019-01-02 04:22:53,Destiny,Lowe
Internet Order,shopping_net,666.41,2019-01-02 04:24:00,James,Reese
Mobil Gas,gas_transport,54.73,2019-01-02 04:25:08,Grace,Williams
Dollar Tree,misc_pos,1.43,2019-01-02 04:25:32,John,Mccormick
Fresh Market Grocery,grocery_pos,108.93,2019-01-02 04:28:13,Matthew,Huerta
Valero Gas,gas_transport,41.59,2019-01-02 04:34:41,Janet,Turner
Piggly Wiggly,grocery_pos,87.69,2019-01-02 04:35:41,Scott,Martin
Bank ATM Fee,misc_pos,439.2,2019-01-02 04:36:21,Nicholas,Osborne
Web Hosting,misc_net,170.98,2019-01-02 04:37:02,Margaret,Ray
Metro Bus,gas_transport,66.82,2019-01-02 04:47:52,Patrick,Vaughan
H&M Fashion,shopping_pos,6.6,2019-01-02 04:48:20,Joseph,Morgan
Yellow Cab,gas_transport,58.69,2019-01-02 04:49:01,Michael,Francis
BP Gas Station,gas_transport,41.61,2019-01-02 04:54:52,William,Thompson
PayPal Payment,misc_net,98.94,2019-01-02 04:55:30,John,Nichols
Chipotle Mexican,food_dining,97.66,2019-01-02 04:56:20,Linda,Gonzalez
IGA Grocery,grocery_pos,103.81,2019-01-02 04:57:24,Phillip,Delacruz
Domain Registration,misc_net,27.31,2019-01-02 04:58:11,Tara,Campbell
Fashion Retail,shopping_pos,6.79,2019-01-02 05:01:05,Connie,Carroll
Student Loan Payment,misc_pos,5.77,2019-01-02 05:02:02,Ryan,Cook
Web Hosting,misc_net,7.89,2019-01-02 05:03:36,Jared,Camacho
Chevron Gas,gas_transport,92.08,2019-01-02 05:04:47,Christina,Nelson
Whole Foods Market,grocery_pos,85.79,2019-01-02 05:05:37,Kristin,Williams
Rite Aid Pharmacy,misc_pos,5.61,2019-01-02 05:05:39,Tanya,Williams
Online Grocery Order,grocery_net,96.09,2019-01-02 05:06:29,Teresa,Blankenship
Giant Eagle,grocery_pos,105.05,2019-01-02 05:08:30,Sherry,Martinez
Stop Shop Grocery,grocery_pos,100.74,2019-01-02 05:08:33,Lori,Rodriguez
Subway Fare,gas_transport,70.45,2019-01-02 05:10:58,Peter,Edwards
Gas Fill Up,gas_transport,78.75,2019-01-02 05:11:59,Nathan,Thomas
Software License,misc_net,1.1,2019-01-02 05:14:08,Jennifer,Jones
Variety Store,misc_pos,1.48,2019-01-02 05:14:14,Judith,Moss
KFC Chicken,food_dining,37.8,2019-01-02 05:14:58,Aaron,Pena
Grocery Delivery Service,grocery_net,46.42,2019-01-02 05:16:32,Stanley,Mayo
Publix Supermarket,grocery_pos,201.88,2019-01-02 05:16:43,Kimberly,Gonzalez
Citgo Gas,gas_transport,70.29,2019-01-02 05:22:36,Jared,Walters
Giant Eagle,grocery_pos,135.71,2019-01-02 05:23:40,Kathleen,Nash
Macys Online,shopping_net,1.34,2019-01-02 05:29:46,Jessica,Shaw
Costco Wholesale,grocery_pos,102.09,2019-01-02 05:32:08,Theresa,Blackwell
Sams Club,grocery_pos,43.87,2019-01-02 05:37:50,Eddie,Mendez
7-Eleven Store,misc_pos,6.34,2019-01-02 05:38:07,Steven,Faulkner
Walmart Online,shopping_net,84.49,2019-01-02 05:40:21,Jeffrey,Lewis
Valero Gas,gas_transport,72.51,2019-01-02 05:40:37,Juan,Henry
Etsy Handmade,shopping_net,86.02,2019-01-02 05:42:11,William,Jenkins
Regal Cinemas,entertainment,10.29,2019-01-02 05:42:17,Debra,Eaton
Wegmans Food,grocery_pos,77.66,2019-01-02 05:43:42,Michael,Johnson
Food 4 Less,grocery_pos,98.1,2019-01-02 05:45:25,Jason,Hernandez
Walmart Grocery Delivery,grocery_net,48.99,2019-01-02 05:46:23,Allen,Bell
Parking Garage,gas_transport,63.15,2019-01-02 05:53:07,William,Cannon
Bridge Toll,gas_transport,66.03,2019-01-02 05:53:18,Stephanie,Cummings
Hardware Store,misc_pos,2.11,2019-01-02 05:54:22,Julia,Bell
Target Grocery,grocery_pos,55.04,2019-01-02 05:56:42,Kevin,Pena
Cloud Storage Fee,misc_net,1.46,2019-01-02 05:57:59,Andrea,Cruz
Digital Download,misc_net,2.85,2019-01-02 05:58:00,Sydney,Montoya
Nordstrom Online,shopping_net,1.19,2019-01-02 05:58:22,Bill,Lane
Old Navy Clothing,shopping_pos,27.73,2019-01-02 05:58:40,Nathan,Massey
Credit Card Payment,misc_pos,263.68,2019-01-02 05:58:48,Crystal,Fuller
Grocery Delivery Service,grocery_net,63.33,2019-01-02 06:01:31,Julia,Bell
Walmart Grocery Delivery,grocery_net,51.06,2019-01-02 06:01:41,Alyssa,Morgan
Etsy Handmade,shopping_net,5.27,2019-01-02 06:02:05,Nicholas,Thornton
Subway Fare,gas_transport,73.28,2019-01-02 06:03:59,Jerry,Kelly
Chevron Gas,gas_transport,79.01,2019-01-02 06:04:43,Danielle,Evans
City Bus,gas_transport,44.45,2019-01-02 06:08:43,Laura,Casey
Wegmans Food,grocery_pos,210.76,2019-01-02 06:09:23,Jenna,Brooks
Digital Download,misc_net,727.3,2019-01-02 06:11:04,David,Everett
eBay Buy,shopping_net,90.82,2019-01-02 06:11:53,Christian,Roman
Safeway Grocery,grocery_pos,107.32,2019-01-02 06:13:00,Laura,Johns
Citgo Gas,gas_transport,42.22,2019-01-02 06:13:45,Kayla,Jones
Zara Clothing,shopping_pos,17.17,2019-01-02 06:13:51,Catherine,Weber
Nordstrom Store,shopping_pos,41.4,2019-01-02 06:14:13,William,Thompson
Subway Fare,gas_transport,73.69,2019-01-02 06:15:58,Gina,Grimes
Domain Registration,misc_net,1.68,2019-01-02 06:17:14,Helen,Campbell
City Bus,gas_transport,53.78,2019-01-02 06:18:15,Daniel,Melton
Airport Parking,gas_transport,44.27,2019-01-02 06:19:17,Sally,Moore
Food 4 Less,grocery_pos,191.41,2019-01-02 06:20:16,Allison,Allen
Speedway Gas,gas_transport,71.0,2019-01-02 06:23:17,Laura,Walker
Costco Wholesale,grocery_pos,97.65,2019-01-02 06:26:55,Robert,Andrade
Instacart Grocery,grocery_net,90.9,2019-01-02 06:28:55,Jill,Flores
FreshDirect Online,grocery_net,67.33,2019-01-02 06:28:58,Mary,Pruitt
